-90.000000,41.000000
-89.990000,40.985000
-89.980000,40.970000
-89.970000,40.955000
-89.960000,40.940000
-89.950000,40.925000
-89.940000,40.910000
-89.930000,40.895000
-89.920000,40.880000
-89.910000,40.865000
-89.900000,40.850000
-89.890000,40.835000
-89.880000,40.820000
-89.870000,40.805000
-89.860000,40.790000
-89.850000,40.775000
-89.840000,40.760000
-89.830000,40.745000
-89.820000,40.730000
-89.810000,40.715000
-89.800000,40.700000
-89.790000,40.685000
-89.780000,40.670000
-89.770000,40.655000
-89.760000,40.640000
-89.750000,40.625000
-89.740000,40.610000
-89.730000,40.595000
-89.720000,40.580000
-89.710000,40.565000
-89.700000,40.550000
-89.690000,40.535000
-89.680000,40.520000
-89.670000,40.505000
-89.660000,40.490000
-89.650000,40.475000
-89.640000,40.460000
-89.630000,40.445000
-89.620000,40.430000
-89.610000,40.415000
-89.600000,40.400000
-89.590000,40.385000
-89.580000,40.370000
-89.570000,40.355000
-89.560000,40.340000
-89.550000,40.325000
-89.540000,40.310000
-89.530000,40.295000
-89.520000,40.280000
-89.510000,40.265000
-89.500000,40.250000
-89.490000,40.235000
-89.480000,40.220000
-89.470000,40.205000
-89.460000,40.190000
-89.450000,40.175000
-89.440000,40.160000
-89.430000,40.145000
-89.420000,40.130000
-89.410000,40.115000
-89.400000,40.100000
-89.390000,40.085000
-89.380000,40.070000
-89.370000,40.055000
-89.360000,40.040000
-89.350000,40.025000
-89.340000,40.010000
-89.330000,39.995000
-89.320000,39.980000
-89.310000,39.965000
-89.300000,39.950000
-89.290000,39.935000
-89.280000,39.920000
-89.270000,39.905000
-89.260000,39.890000
-89.250000,39.875000
-89.240000,39.860000
-89.230000,39.845000
-89.220000,39.830000
-89.210000,39.815000
-89.200000,39.800000
-89.190000,39.785000
-89.180000,39.770000
-89.170000,39.755000
-89.160000,39.740000
-89.150000,39.725000
-89.140000,39.710000
-89.130000,39.695000
-89.120000,39.680000
-89.110000,39.665000
-89.100000,39.650000
-89.090000,39.635000
-89.080000,39.620000
-89.070000,39.605000
-89.060000,39.590000
-89.050000,39.575000
-89.040000,39.560000
-89.030000,39.545000
-89.020000,39.530000
-89.010000,39.515000
-89.000000,39.500000
-88.990000,39.485000
-88.980000,39.470000
-88.970000,39.455000
-88.960000,39.440000
-88.950000,39.425000
-88.940000,39.410000
-88.930000,39.395000
-88.920000,39.380000
-88.910000,39.365000
-88.900000,39.350000
-88.890000,39.335000
-88.880000,39.320000
-88.870000,39.305000
-88.860000,39.290000
-88.850000,39.275000
-88.840000,39.260000
-88.830000,39.245000
-88.820000,39.230000
-88.810000,39.215000
-88.800000,39.200000
-88.790000,39.185000
-88.780000,39.170000
-88.770000,39.155000
-88.760000,39.140000
-88.750000,39.125000
-88.740000,39.110000
-88.730000,39.095000
-88.720000,39.080000
-88.710000,39.065000
-88.700000,39.050000
-88.690000,39.035000
-88.680000,39.020000
-88.670000,39.005000
-88.660000,38.990000
-88.650000,38.975000
-88.640000,38.960000
-88.630000,38.945000
-88.620000,38.930000
-88.610000,38.915000
-88.600000,38.900000
-88.590000,38.885000
-88.580000,38.870000
-88.570000,38.855000
-88.560000,38.840000
-88.550000,38.825000
-88.540000,38.810000
-88.530000,38.795000
-88.520000,38.780000
-88.510000,38.765000
-88.500000,38.750000
-88.490000,38.735000
-88.480000,38.720000
-88.470000,38.705000
-88.460000,38.690000
-88.450000,38.675000
-88.440000,38.660000
-88.430000,38.645000
-88.420000,38.630000
-88.410000,38.615000
-88.400000,38.600000
-88.390000,38.585000
-88.380000,38.570000
-88.370000,38.555000
-88.360000,38.540000
-88.350000,38.525000
-88.340000,38.510000
-88.330000,38.495000
-88.320000,38.480000
-88.310000,38.465000
-88.300000,38.450000
-88.290000,38.435000
-88.280000,38.420000
-88.270000,38.405000
-88.260000,38.390000
-88.250000,38.375000
-88.240000,38.360000
-88.230000,38.345000
-88.220000,38.330000
-88.210000,38.315000
-88.200000,38.300000
-88.190000,38.285000
-88.180000,38.270000
-88.170000,38.255000
-88.160000,38.240000
-88.150000,38.225000
-88.140000,38.210000
-88.130000,38.195000
-88.120000,38.180000
-88.110000,38.165000
-88.100000,38.150000
-88.090000,38.135000
-88.080000,38.120000
-88.070000,38.105000
-88.060000,38.090000
-88.050000,38.075000
-88.040000,38.060000
-88.030000,38.045000
-88.020000,38.030000
-88.010000,38.015000
-88.000000,38.000000
-87.990000,37.985000
-87.980000,37.970000
-87.970000,37.955000
-87.960000,37.940000
-87.950000,37.925000
-87.940000,37.910000
-87.930000,37.895000
-87.920000,37.880000
-87.910000,37.865000
-87.900000,37.850000
-87.890000,37.835000
-87.880000,37.820000
-87.870000,37.805000
-87.860000,37.790000
-87.850000,37.775000
-87.840000,37.760000
-87.830000,37.745000
-87.820000,37.730000
-87.810000,37.715000
-87.800000,37.700000
-87.790000,37.685000
-87.780000,37.670000
-87.770000,37.655000
-87.760000,37.640000
-87.750000,37.625000
-87.740000,37.610000
-87.730000,37.595000
-87.720000,37.580000
-87.710000,37.565000
-87.700000,37.550000
-87.690000,37.535000
-87.680000,37.520000
-87.670000,37.505000
-87.660000,37.490000
-87.650000,37.475000
-87.640000,37.460000
-87.630000,37.445000
-87.620000,37.430000
-87.610000,37.415000
-87.600000,37.400000
-87.590000,37.385000
-87.580000,37.370000
-87.570000,37.355000
-87.560000,37.340000
-87.550000,37.325000
-87.540000,37.310000
-87.530000,37.295000
